doc_id,negative_word_count,positive_word_count,vander_score,happ_score,Sentiment
129180.html,0.5,0.5,0.7845,3.357446808510639,0.0
262145.html,0.3958333333333333,0.6041666666666666,-0.992,4.1029654654654655,1.0
557988.html,0.5357142857142857,0.4642857142857143,-0.7504,4.291778294348396,1.0
1792890.html,0.4224137931034483,0.5775862068965517,-0.9986,4.140765979926041,1.0
2378693.html,0.4025974025974026,0.5974025974025974,0.9576,4.251962768110073,0.0
2430090.html,0.42857142857142855,0.5714285714285714,0.9991,4.039533116178068,0.0
197267.html,0.46296296296296297,0.5370370370370371,0.4083,4.152998477929985,0.0
197429.html,0.4069767441860465,0.5930232558139535,0.9983,4.350776353276341,0.0
199293.html,0.3561643835616438,0.6438356164383562,-0.998,4.025700808625333,0.0
202680.html,0.25,0.75,-0.9975,4.008843344155842,2.0
566001.html,0.41106719367588934,0.5889328063241107,-1.0,4.003316070561579,0.0
749441.html,0.4915254237288136,0.5084745762711864,-0.9963,4.113177100770002,2.0
1621062.html,0.2708333333333333,0.7291666666666666,-0.4705,4.404778054862844,0.0
2492451.html,0.3968253968253968,0.6031746031746031,0.9862,4.070937370385731,2.0
2572237.html,0.48623853211009177,0.5137614678899083,0.9999,4.192279043913285,0.0
2592732.html,0.4878048780487805,0.5121951219512195,-0.9921,4.288492063492073,0.0
111455.html,0.31351351351351353,0.6864864864864865,-1.0,3.8135996908809897,1.0
112881.html,0.3670886075949367,0.6329113924050633,1.0,4.2246499920512965,0.0
118144.html,0.37476099426386233,0.6252390057361377,-1.0,4.198493437812382,1.0
118145.html,0.3893129770992366,0.6106870229007634,-0.9999,3.681097498723841,1.0
145817.html,0.3539651837524178,0.6460348162475822,-1.0,4.018842720278699,0.0
335939.html,0.3706293706293706,0.6293706293706294,0.9937,4.2794430992736086,0.0
1412076.html,0.43956043956043955,0.5604395604395604,-0.9069,4.135264922870555,2.0
1638784.html,0.40397350993377484,0.5960264900662252,0.998,4.272399065299235,1.0
1804986.html,0.3813953488372093,0.6186046511627907,0.9997,4.234063876651983,0.0
2480913.html,0.4117647058823529,0.5882352941176471,-0.9856,4.0402212078651685,0.0
104894.html,0.35571687840290384,0.6442831215970962,1.0,4.443900956284162,0.0
108321.html,0.453125,0.546875,0.9997,4.29748137931033,2.0
111203.html,0.5596330275229358,0.44036697247706424,0.9997,4.053407260562508,1.0
111838.html,0.44537815126050423,0.5546218487394958,0.9878,4.163675142585557,2.0
112536.html,0.436046511627907,0.563953488372093,0.9996,4.338344994275541,1.0
112892.html,0.41304347826086957,0.5869565217391305,0.9999,4.2534977276552635,1.0
421135.html,0.55,0.45,0.9982,4.336128620102218,1.0
1737000.html,0.43137254901960786,0.5686274509803921,0.9916,4.314504559270517,1.0
2153445.html,0.42857142857142855,0.5714285714285714,0.9989,4.322526754942859,0.0
2379722.html,0.46153846153846156,0.5384615384615384,0.9997,4.155017199017195,2.0
